GeneID,4EFB,5408,5728,5B57,56E0,5411
0.1_4EFB_4EFB.2.1.gene,0.1009020978668045,0.0004547060530056904,0.004027342956090529,0.000138572322455733,0.0001090965003197068,0.0009134421386279483
0.1_4EFB_4EFB.2.10.gene,0.102740717036829,0.004828627982978966,0.00957328983840648,0.0001918952669078676,0.0004405453650828005,0.0007166046905233468
0.1_4EFB_4EFB.2.100.gene,0.1079837208437247,0.0001740221975133048,0.002563468971191288,0.0002535276096103177,0.0002918075032329838,0.0001974231179383095
0.1_4EFB_4EFB.2.101.gene,0.1157578492254326,0.003182883967863281,0.002949643345656158,0.000352240598271653,0.0005038605172340961,0.002696935536610441
0.1_4EFB_4EFB.2.102.gene,0.1041187180781523,0.0005382861211588566,0.004524007300321566,0.0004286014083314143,0.0005535533521503703,0.0004971262041186079
0.1_4EFB_4EFB.2.103.gene,0.101259668305618,0.000543569093040401,0.003411264293163255,0.0003025609457531323,0.0003675796848481231,0.00163107359896445
0.1_4EFB_4EFB.2.104.gene,0.1017525049239035,0.0001664252049515604,0.002045402014626666,5.556761831880252e-05,0.0001307247197872597,5.356765296008675e-05
0.1_4EFB_4EFB.2.105.gene,0.1054700304953369,0.0001064654943461875,0.009622225103955004,0.0002371301035871707,0.0001507893420365137,0.0007675363681491298
0.1_4EFB_4EFB.2.106.gene,0.1034064381625493,0.0009360945982537473,0.01214575205484037,0.0001780923247066277,0.0003018783096644446,0.0004931619486508946
0.1_4EFB_4EFB.2.107.gene,0.1047538957068161,1.72042319353845e-05,0.003862181603673637,0.0002159759512282077,0.0001286285439296292,7.715797881877604e-05
0.1_4EFB_4EFB.2.108.gene,0.1081525703298695,0.003621367102614448,0.006489765944889484,0.0006806521644947708,0.001168623973300002,0.001165744600848933
0.1_4EFB_4EFB.2.109.gene,0.1021572916782676,0.004891173361173604,0.007517274601388776,0.0006034248891018121,0.0007427797643848862,0.0006758386074940132
0.1_4EFB_4EFB.2.11.gene,0.1210717562784909,2.971189486808321e-05,0.004804736251421073,0.0002415361855724337,0.0001187593440840222,0.0001036108320804894
0.1_4EFB_4EFB.2.110.gene,0.1038595617530722,0.001282606284282242,0.002540229693949293,8.994061677919897e-05,0.0002253876662711624,0.0003503302342438911
0.1_4EFB_4EFB.2.111.gene,0.1081273113681502,0.0001538010136256276,0.00580028194638831,0.0006329861270294798,0.0003961826290182403,0.001178934284539543
0.1_4EFB_4EFB.2.112.gene,0.1121871313419606,0.002792665229142377,0.002707426962730364,5.041217185282219e-05,0.0002622446156547874,0.0002745824566747898
0.1_4EFB_4EFB.2.113.gene,0.1005678036508497,0.0001022515516104536,0.004232089741887923,0.0004786670250692388,0.0002588432213377592,0.0007546442079583596
0.1_4EFB_4EFB.2.114.gene,0.1041563943019809,0.001366576886217776,0.002350808953599985,0.0001904044535376789,0.0004283519585164973,0.0007323258992472918
0.1_4EFB_4EFB.2.115.gene,0.1120757184763809,0.001998913917698631,0.003601376736284435,0.0001977434543518975,0.00045413296534891,0.001206923907371036
