GeneID,4EFB,5408,5728,5B57,56E0,5411
0.4_5408_5408.03.1.gene,0.0003386176380139813,0.4081856099204371,0.0001769326145021642,4.232252692750543e-05,0.0005645633025424188,0.0002596096749091652
0.4_5408_5408.03.10.gene,0.0006199182415172078,0.4063468278378515,0.0003561310281534586,0.001375820483059286,0.0006433129629159441,0.002210736293679659
0.4_5408_5408.03.100.gene,0.0006688228104990374,0.4419552962287632,0.0007448853139383681,0.0008676713429770047,0.0007183606302666743,0.0009738722947238803
0.4_5408_5408.03.101.gene,0.001683224881234588,0.4065595042917796,0.0002461894190169961,0.0009056165344271184,0.0008502421793847411,0.001602393878294301
0.4_5408_5408.03.102.gene,0.0003594302580082154,0.4130697373524443,0.0002428838616305376,0.0001412768343531275,0.0005648732185786334,0.0004502495383179432
0.4_5408_5408.03.103.gene,0.001407324927020346,0.4086514871341989,0.0005224969368868891,0.0005083500836037182,0.0005691300131722533,0.001133933872954688
0.4_5408_5408.03.104.gene,0.0004016186421859733,0.4006396070859992,0.0003902419142042037,0.0003291911689935396,0.0004018794688197812,0.001270471979719707
0.4_5408_5408.03.105.gene,0.00130728112324277,0.4086903934668802,0.001803376412022206,0.0006994772003741977,0.0006284201285667825,0.001003422829187445
0.4_5408_5408.03.106.gene,0.0007369857975250647,0.4180665908365019,0.0007022483372058288,0.0005390911746510476,0.000718426210593943,0.001772932424679094
0.4_5408_5408.03.107.gene,0.0008719902669529776,0.4209430946689525,0.0007237092599504361,0.001182219066576214,0.0006452018599320532,0.001940275102688932
0.4_5408_5408.03.108.gene,0.001601540046252667,0.4260067148608924,0.0007597110184066503,0.0006438825281728982,0.001005724470963627,0.002456690364343386
0.4_5408_5408.03.109.gene,0.0009905656908358593,0.4029914004382311,0.0006051889600062261,0.0002863950973469634,0.0006694470145263351,0.001019677578279083
0.4_5408_5408.03.11.gene,0.0005306965378935884,0.4003597133077814,0.001843246947137964,8.109678749390212e-05,0.0004875440439176822,0.0003854691221919894
0.4_5408_5408.03.110.gene,0.00069883832022799,0.4295733262157241,0.0005959186781073294,0.0009759519996527268,0.00122253834204629,0.002035934937137778
0.4_5408_5408.03.111.gene,0.0003332329282753861,0.4042022818184756,0.0002302452830672469,0.0005598262418552187,0.0008587681133543987,0.001445005831457612
0.4_5408_5408.03.112.gene,0.0005373716072234957,0.4187207686298897,0.0004581760359740375,0.0008759880962206722,0.0004399286109533248,0.001351965115284755
0.4_5408_5408.03.113.gene,0.0002771082678278024,0.4048011633365138,0.0002381094224510994,0.0007509920817614042,0.000804684111801149,0.001471598663134038
0.4_5408_5408.03.114.gene,0.000326856701298829,0.4015798370587468,0.0001825733260885538,0.0002185067127133892,0.0005069864866643311,0.0007027600267089171
0.4_5408_5408.03.115.gene,0.001165691342335872,0.4166690863590282,0.000228467846896061,0.0004387959620922989,0.0006497072354301211,0.001740085891087165
0.4_5408_5408.03.116.gene,0.0008658184953787653,0.4082549394425088,0.0001979658144662555,0.0002894294479226976,0.001116456215156228,0.001727602810055331
0.4_5408_5408.03.117.gene,0.001011711420834081,0.4113097632939725,0.0003001244404862655,0.000815829544578682,0.0006858652006298935,0.001381065952715217
0.4_5408_5408.03.118.gene,0.0009253502821065206,0.4222152825862249,0.0004003876552351486,0.0003090564621452396,0.0008101710490249309,0.001953977713071287
0.4_5408_5408.03.119.gene,0.0005859984697461348,0.4059197079255454,0.0006682412889377562,0.0005703123512147319,0.0007739896181898602,0.001244368775185946
0.4_5408_5408.03.12.gene,0.0005999533228936598,0.4078396516123724,0.0003203242322398568,0.0003188252045825611,0.0006091460722206575,0.0002818300209141458
0.4_5408_5408.03.120.gene,0.0005078491123704426,0.4000676794490396,0.0005896669751860498,0.0004103204327661001,0.0008128261063367462,0.001542865904727993
0.4_5408_5408.03.121.gene,0.0007891268155317109,0.4102464877769031,0.0003664812675986386,0.0005585698932195892,0.0009322983045148565,0.00166226033315905
0.4_5408_5408.03.122.gene,0.000846589040940349,0.4168654734072944,0.0004060433230183341,0.0002600480061134658,0.0007140140711384011,0.0007295807019185817
0.4_5408_5408.03.123.gene,0.000490708711825368,0.4056183914877305,0.0003577234051232075,0.0008304817300956933,0.0007659063281765877,0.001894399398223304
0.4_5408_5408.03.124.gene,0.001672785866961582,0.4027366002774967,0.00045811531700549,0.0009626258341826799,0.0008722166468558664,0.002421467330476177
0.4_5408_5408.03.125.gene,0.0005309423724219767,0.407198951076501,0.0003546163037314849,0.0005601083143748991,0.0004728870859554765,0.001480567261913254
0.4_5408_5408.03.126.gene,0.0008395800649795581,0.4025631455450967,0.0008073341157554712,0.0008940741449461035,0.0006343711603822977,0.001503165259591211
0.4_5408_5408.03.127.gene,0.001443348705950566,0.4029734063309545,0.001014550421831579,0.00126750092762895,0.0006748006706745206,0.001856645766672383
0.4_5408_5408.03.128.gene,0.0009212064862023336,0.4099320583976994,0.0002590063625869916,0.0009197986987081943,0.0005761210500580575,0.001945622165894337
0.4_5408_5408.03.129.gene,0.001140933480114634,0.4134257958931036,0.0001584478221848591,0.0003344663046676191,0.0006997516116057827,0.0009695744365705796
0.4_5408_5408.03.13.gene,0.0008840559816640797,0.4059188295924418,0.001163128687203984,0.0003734463888737823,0.0005754525212989723,0.0009042588657308892
0.4_5408_5408.03.130.gene,0.001107658238132493,0.4225787529345957,0.000623524918146547,0.001148871537275613,0.001019657516301569,0.001637290585635709
0.4_5408_5408.03.131.gene,0.001397827887436045,0.4084626694069667,0.0006289820178451275,0.0006585109692727966,0.0006727122087955122,0.001430651333102605
0.4_5408_5408.03.132.gene,0.001019993314680406,0.406107073875052,0.0007557744629674118,0.0004700565854774832,0.0008356988706826432,0.001118397328876671
0.4_5408_5408.03.133.gene,0.0009125725562076673,0.4020446276587841,0.001123753739910283,0.0001996924405648846,0.0004891714756104742,0.0009694479415082427
0.4_5408_5408.03.134.gene,0.000555775753331688,0.4049412156889927,0.0003762376764910243,0.0001658339215782708,0.0006483843807823916,0.000727222548629439
0.4_5408_5408.03.135.gene,0.0008739525867526536,0.4033201254543525,0.001073283550427448,0.001295860843370554,0.00137492193514905,0.001175269579888133
0.4_5408_5408.03.136.gene,0.0008124144849825976,0.4027135526743587,0.000617508126223224,0.0005130384085760978,0.0009902465259574874,0.0006947206257249015
0.4_5408_5408.03.137.gene,0.0008676692590961074,0.4215317823632047,0.000967975385130661,0.0009857300424785836,0.0007832396810854706,0.001317820715767132
0.4_5408_5408.03.138.gene,0.0008621796497724266,0.4071261149421391,0.0003357385397747136,0.0003466699919040089,0.001034098038909882,0.001647957321885296
0.4_5408_5408.03.139.gene,0.0006315028485037796,0.4019240449446381,0.0007710366947628802,0.001117576983486327,0.0006813122997174646,0.001162918668856536
0.4_5408_5408.03.14.gene,0.0007712897353627477,0.4054760895571051,0.0002786417909969735,0.000307306369869988,0.001020660037313805,0.001785708229336564
0.4_5408_5408.03.140.gene,0.0008487853341254872,0.4073122448011938,0.0002974229992082821,0.0003291063263333116,0.000681323620808621,0.0006581188262593291
0.4_5408_5408.03.141.gene,0.0006657338625189623,0.4348781226776666,0.0009216163689090424,0.000548882214237713,0.0006482162856555236,0.0007777870073910225
0.4_5408_5408.03.142.gene,0.0008155777908175746,0.404095778690944,0.000781692503874141,0.0001031432766919147,0.0005462657043484885,0.0003755865207952876
0.4_5408_5408.03.143.gene,0.0004848444667589025,0.4131765053142796,0.0005333700211568021,0.000349646980031427,0.0007241500927796724,0.001168350895121916
0.4_5408_5408.03.144.gene,0.0004197249895087845,0.4049951795574227,0.0007334726261170681,0.001320875014732468,0.0007766442356842104,0.001386292132811338
0.4_5408_5408.03.145.gene,0.001012020529184562,0.410643648912039,0.0005455685700164354,0.0007483534520944362,0.0004367458804782546,0.00135475454930357
0.4_5408_5408.03.146.gene,0.0005485263154835135,0.4119343321728783,0.0008469760158980018,0.00029660570334251,0.0007426955033706643,0.0007857517606886111
0.4_5408_5408.03.147.gene,0.0002506769609753394,0.4155649196370003,0.0001933001596821597,0.000351423424098659,0.0005099493781299517,0.001371521053093106
0.4_5408_5408.03.148.gene,0.001587042638997742,0.4057692674729534,0.0009270897463087467,0.001546227602519964,0.0008169999570274,0.00141760414628269
0.4_5408_5408.03.149.gene,0.0008225096990659074,0.4024190996013809,0.0006020655053511713,0.0004534905879090951,0.00108472124544907,0.001608042525346035
0.4_5408_5408.03.15.gene,0.0008677931869861307,0.4052435876763084,0.0002882727824024491,0.0003396062005687088,0.0007701809080919918,0.001089242473446963
0.4_5408_5408.03.150.gene,0.0008285617778236701,0.4036436635909605,0.000663783350938333,0.0001178634034750657,0.0007398778887808459,0.0003191407633417722
0.4_5408_5408.03.151.gene,0.001384935152926349,0.4072986741007954,0.0005083859732218864,0.0006842879664686654,0.0006509996166929309,0.001426951150506222
0.4_5408_5408.03.152.gene,0.001365415749562848,0.4017354637725459,0.0002246940386411809,0.0007200272962638797,0.0006650050900347332,0.0007135119505612918
0.4_5408_5408.03.153.gene,0.0004070248513413519,0.4015290121052031,0.0005611210018300388,0.0007868999626148538,0.000510251244121481,0.0004245758746500475
0.4_5408_5408.03.154.gene,0.0006211866128446302,0.4019981745126983,0.0005336460041533733,0.0004599867221762737,0.0005600159185254873,0.001539065735572359
0.4_5408_5408.03.155.gene,0.0002833099174411771,0.4237055797351751,0.0003986336080128425,0.0001742117306689243,0.0004614911884267477,0.0004378692278562887
0.4_5408_5408.03.156.gene,0.0004187910268715544,0.404819513834439,0.0008419114731817137,0.0002503460902910589,0.0007694182101018223,0.000772884077955373
0.4_5408_5408.03.157.gene,0.0003920454764119244,0.4009037252279725,0.0001935508231882775,0.0001096715703641548,0.0006344165163459393,0.0003603078706201005
