4EFB,5408,5728,5B57,56E0,5411
0.01330393239031484,0.002028141454009911,0.05701750147578837,0.002911175135168543,0.00249993918414762,0.002757024146004332
0.009522988887678767,7.724251329072442e-05,0.05413387895506152,0.0003903667682326828,0.000161976506931798,0.0003353491030359567
0.008625647456596287,1.991511601039321e-05,0.05150335695353597,0.0001156204180507963,3.845705264179286e-05,0.0001166532872336076
0.01498140896969613,2.361258510652403e-05,0.06534280445874495,0.0002554280635239036,0.0001549714790083057,0.0003126548171942208
0.01629978355049702,0.0001417355921717587,0.05330614443820986,0.0004417566880286984,0.001421247839032414,0.001565055604457815
0.02329360417137036,0.0003837406296774045,0.05225540715046041,0.0006730737260907615,0.002244365686654866,0.001316342343363235
0.01766751815999136,0.007322254230826572,0.05166291397535038,0.0005173387121001008,0.0007347277727713702,0.002254505320697612
0.02770464100250458,8.280372314753441e-05,0.05930704722840737,0.0002112637907642468,0.0006303446389884222,0.0005483814904004306
0.004171916534758536,0.0006216680720657639,0.05099957238637146,0.000391423381612804,0.0002264309116109834,0.0007475533901722754
0.01005033375466434,0.0008627297568704874,0.05141409432338315,0.0001941091229377867,0.001458161459510145,0.0006252555573174179
0.005212699864032523,0.0002620865931866014,0.05696980882898352,0.0002038981691502437,0.000548231592573045,0.0003807474936101399
0.01431428510388261,0.000284068064584691,0.05744484806065543,0.0001720685901515301,0.0001600570369141752,0.0004754132355582261
0.004188375104458416,1.409416541180742e-05,0.05117400397869337,0.000197850225859384,0.0001030832744149423,0.0003470847214705289
0.01231074890273357,0.0001220893094109776,0.05255311988870916,6.257629043768052e-05,3.637342891570782e-05,0.0001880496175908988
0.02381712421707341,0.0007795022423879544,0.05771693595643151,0.0003036724540481851,0.001593187177011061,0.0002718715772005437
0.01688410310606386,2.963122452819008e-05,0.05397758644951784,0.0002837737341752097,0.0006920559920948305,0.0002533082012608625
0.008250642706224718,0.001502758032551403,0.0508324637482513,0.0004810793404425274,0.001694843440199131,0.0008569519801720036
0.01511291290478372,0.0006245765078618152,0.05270608271033572,0.0005142614354856189,0.001809348330554521,0.0007299982387903031
0.005881525037215336,0.0005421567560650169,0.05248123550965608,0.001754710928190951,0.001085068598476371,0.002010694512397138
0.00922657933215682,0.001003153433299935,0.05252365418624022,0.0003887675294367932,0.0003538892284317596,0.0006012011697421615
0.007496830989750595,0.0008368162669569105,0.06650647829730819,0.0006103619956873319,0.001285875049789504,0.0007017875884993175
0.0231936089463493,0.002025513169778602,0.05435271233014657,0.0007000192132889521,0.003865261970151287,0.003158094421992604
0.0184728686011131,0.0001873159255541287,0.05940865633319216,0.0003288518519829026,0.0004552090755502498,0.0004550294989970189
0.007324536978896193,4.562979352883062e-05,0.05767838281817562,9.9479205037109e-05,5.481383956473615e-05,0.0006692814782236156
0.009063696179539086,0.001528598552611705,0.06122691279361725,0.001472002409821972,0.002218498027210605,0.003062525705132003
0.005275231646341983,5.872418313608429e-05,0.05292973452324673,0.0002956854439668394,6.549517883727795e-05,0.000436062770466353
0.008943549843674662,0.0008639583737101879,0.06969106248703442,0.0004359425691588008,0.0005993898327423426,0.0007998269768767728
0.01693568608105952,2.132813416561308e-05,0.05891127603653304,0.0001739295664009264,5.887562897503e-05,6.852397778533124e-05
0.01722093871413621,0.00137396194093202,0.06085838537562651,0.0006500637158170511,0.00121329250006214,0.0007408130280604945
0.01324938723182643,0.006583353752067709,0.06452927384517909,0.0007649051379506527,0.0009140738534436353,0.0006645009375245255
0.01608389547825477,0.0001151897626264846,0.05489007652662477,0.0003861291140240859,0.000750923170971781,0.0002057836409235453
0.01079876778845821,5.615729965711445e-05,0.05070955303799193,0.000319899036818832,0.0003603140298992821,0.00126642078112748
0.003179538668790701,6.492871541148033e-05,0.05176276708366016,0.001049315313061363,3.506988950549645e-05,0.001087116293545481
0.02150713497497859,8.458005199162088e-05,0.05506803572668752,0.0003475908329507552,7.201902130897222e-05,0.0002306996710403486
0.003813380064679488,0.0002615924022809708,0.05257686468717344,0.0005470666039889862,0.0006110553059280731,0.0007949125278175678
0.01492038244401693,0.0001568335145999322,0.06671468089960862,0.0006848714769944823,0.0008861005623514932,0.0003769767419784776
0.007780821307412897,0.002016873225224423,0.05333627407592036,0.001399924628469856,0.0005949146225329243,0.001011595061760933
0.0102963047639312,0.001098939321172247,0.08840189401432141,0.0003822765520751451,0.00089822430553881,0.0007424871029092731
0.001924077091960798,3.678316260834814e-05,0.05135101415185615,0.0001728082098481489,0.0001221260053974633,0.001201365044834652
0.001188023112607705,1.374982599523587e-05,0.05391503415710604,0.0008712411160641373,9.508934876424888e-05,0.0005858851268325374
0.006467522986446292,0.0003248828411814259,0.05653278984803467,0.0002434212551342895,0.0001414525279995717,0.0004452654286456411
0.004331032242980221,5.879951165664743e-05,0.06026970708720997,0.001154144850727806,0.0001051198908695996,0.0008554978328151812
0.006725541841750024,0.0006457425249814132,0.05898408815003571,0.0008378847812597002,0.002710472373120801,0.00174247889701299
0.009673523502205114,0.0001327892918204194,0.05559165566309997,0.0005229779366827183,0.0002591978281947746,0.0006035778262546381
0.01580159229846927,5.059737409315374e-05,0.05662234070612342,0.0002400708944371859,8.206540811788373e-05,0.0003186060980885739
0.01628979683690956,7.359946782729798e-05,0.05386398961611168,0.000614885300629938,9.859523825918276e-05,0.001402074122851359
0.02232599907123038,8.871813087401626e-06,0.05160693875840821,0.001375313410191481,0.00104846651228629,0.003704167913358841
0.004259004328110021,0.001965587460237741,0.05664933971493086,0.0009779908253118189,0.001335649787826673,0.001558267054897751
0.023212147749294,6.924724580649484e-05,0.0568744774974569,0.0008470832604098551,0.0008776781972902318,0.001149347146345174
0.01654808607413156,9.40364581990653e-05,0.0541925819165853,0.0004917381926842143,0.0003339770379476856,0.0009613518535809123
0.0264433084484188,0.0004823302473389078,0.06578652438066944,0.0009079934180588094,0.001461211900508829,0.000903490941579762
0.02002910631580613,0.0003201280554777593,0.05091014293332227,0.0003352655514827316,0.0001395522510326016,0.00169942846326798
0.01637207739606994,0.00160216092791578,0.0581424563962798,0.0003440479832092852,0.000860885499481638,0.0006678452770743738
0.0202418049972593,0.0002219679677549137,0.05077414207526524,0.0004129625273921018,0.0008491695146766487,0.001228063483948459
0.005565991569764107,0.0002193557422013291,0.05174818944938284,0.0002711613417905175,4.21417799266759e-05,0.0002837425370860736
0.005989981233290939,0.000179218895215065,0.05032441164396457,0.0002763908485170975,0.0003288306507300853,0.002044957225777123
0.03303793208450843,5.397286485328383e-05,0.06076594223922131,0.0004139310002921629,1.850938501404608e-05,0.0003448136982012758
0.01602394368286114,0.0005067919133114078,0.05172880331620432,0.0009764412572221737,0.0002817233499289363,0.002946571114091154
0.01265799827965136,0.000639006598834351,0.06204945557369863,0.0008645280120722125,0.001321465596206393,0.0008755431870347875
0.02010845186795324,0.0004114414184259363,0.1019365217706858,0.0003023332331481159,0.002340440279393913,0.0006387410000540302
0.01901882093952275,0.002122451938939861,0.0578648807896542,8.882732590778205e-05,0.005218652911007114,0.0004220547864533382
0.01190289789366748,0.002039736170952866,0.06547182560625485,0.001547704713576561,0.004340130056537996,0.003074983316625883
0.006762400790823457,0.0005113885983952606,0.05392884383632031,0.0002143660060113643,9.973104446722619e-05,0.0003488833088529676
0.01609105574737077,0.0001144688504274339,0.0604621584890824,0.0003448749371169828,2.01206056584427e-05,0.0001595352107850006
0.01746400795009405,0.0005714953723949521,0.05079024548073992,0.0005506330038441512,0.0003256848977280718,0.0004902888939807636
0.01011061327562342,0.0006145527783318858,0.05062646278623199,0.0007547655792748977,0.0005315577567103614,0.00106148932862395
0.04037480015656279,0.004393284704111589,0.06961325755547305,0.0008102227381518995,0.0004692443106021759,0.001313767628222388
0.04156135626825372,0.001741875213290685,0.05443150292137693,0.0001065221027866092,0.002160255569486362,0.000647102333149056
0.00517627810395345,4.017970763539852e-05,0.05060449193482868,0.0005268371775970708,0.0001044128921974953,0.0002956878872256311
0.03890819477326567,0.002577725987955469,0.08237146711166439,0.0002054994308460245,0.003246844231644331,0.00178727624523552
0.0210145041767058,5.60734024920853e-05,0.07486139114368848,0.0004755485374137151,1.879503183736362e-05,0.000137751817791594
0.01336331647805549,0.0001570421091666367,0.05056784199196981,0.000343176660564345,0.002467859423507238,0.00151557331489728
0.01340501511590447,0.0001174237120267192,0.05466197844578026,0.0006467885991341313,0.000155932205248298,0.0007154183053485481
0.007346166814718059,2.999932605967177e-05,0.06601994253364506,0.0003912507560189946,0.0001811394058596482,0.000533853495625105
0.01183890325989601,3.951828911027991e-05,0.06745153964450247,0.0002239194005409724,1.8424399088957e-05,0.0004087884590761983
0.007068226625018433,0.0001239924716438624,0.06046131421158427,6.55312133742003e-05,0.001013213699783865,0.000100974441431844
0.01127405545409974,0.0001648302853224062,0.0523547225435539,0.0001378498451631103,0.0003648392405247356,0.0003899401908914904
0.004607150743670646,0.0001622786578399005,0.0636306692724001,0.000529764929987075,0.0004837085610324518,0.001072037400078439
