4EFB,5408,5728,5B57,56E0,5411
0.01330393239031484,0.002028141454009911,0.05701750147578837,0.001697417211485882,0.001370623688359495,5.292403935312101e-05
1.146376616352981e-05,7.724251329072442e-05,4.888580242558195e-07,4.044697729340701e-05,3.46896432656053e-11,1.142320432701023e-06
0.008625647456596287,4.159491783338374e-11,0.05150335695353597,0.0001153985929561236,2.995616516509361e-07,3.647202035912614e-07
0.01498140896969613,6.248601817881366e-10,0.06534280445874495,0.0001415742795856325,5.351244588017251e-06,1.815937792658879e-07
0.01629978355049702,3.131276866132395e-10,0.05330614443820986,7.771608725303144e-06,0.001421247839032414,3.209832204771156e-05
0.02329360417137036,3.379069153498733e-07,0.05225540715046041,0.000185288818252177,0.0007460946747941838,5.239886273612144e-05
0.007273058661156448,9.220453386066659e-06,3.914889569457122e-07,0.0001220145924708115,1.34667748719556e-05,2.160609372428057e-05
0.02770464100250458,8.13497596705883e-08,0.05930704722840737,2.858049586513701e-06,0.0001992889426850647,7.425646991724023e-06
0.004171916534758536,3.248029284190783e-10,0.05099957238637146,4.408506574306914e-06,9.961267087593664e-05,2.991493136628086e-07
0.01005033375466434,2.113519600085774e-05,0.05141409432338315,4.218392289613489e-05,3.724420371343686e-05,2.84858547448697e-05
0.0001074355410503594,1.960342534143652e-09,9.484576068844061e-06,6.498065679260503e-11,9.928438370694738e-09,1.795729809757264e-10
0.0008825619950384863,5.110803722846536e-06,0.05744484806065543,4.295478127469468e-06,1.222759560418521e-08,0.0002182896154987824
0.004188375104458416,2.199218816016109e-09,0.05117400397869337,1.679031176729462e-08,1.353183879119796e-15,3.702832593387291e-06
0.004952808900971433,3.627776102417567e-08,0.05255311988870916,4.285931254603464e-05,1.187357477623641e-10,2.399358045446902e-05
0.02381712421707341,2.777802476646877e-13,0.05771693595643151,6.755756032083481e-09,8.177190207141416e-12,7.756608263774064e-09
0.01688410310606386,8.141799872429237e-06,0.05397758644951784,1.378737867199357e-06,1.049547765815952e-05,7.573700239839919e-08
